timestamp,player_win,duration_sec,player_hp,enemy_hp,player_shots,player_hits,enemy_shots,enemy_hits,feint_attempts,feint_hidden_count,feint_hidden_avg,plain_hidden_count,plain_hidden_avg,tactic_search,tactic_approach,tactic_assault,tactic_ambush,tactic_attack,tactic_feint,tactic_retreat,ai_type,opponent
2026-07-26 18:26:28,0,17.2,0,3,2,0,8,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:26:31,0,9.5,0,3,3,0,3,3,0,0,0.00,3,1.47,2.9,1.0,0.5,0.9,0.8,0.0,3.4,chaos,bot_rookie
2026-07-26 18:26:33,0,12.2,0,3,0,0,5,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_rookie
2026-07-26 18:26:40,0,18.9,0,1,6,2,6,3,0,0,0.00,9,0.86,3.6,0.0,0.3,1.8,1.5,0.0,10.7,pro_learned_v4,bot_slippery
2026-07-26 18:26:44,0,20.1,0,3,10,0,10,3,2,2,1.96,4,0.55,8.1,0.0,0.0,2.1,4.2,2.6,3.1,pro_learned_v5,bot_rookie
2026-07-26 18:26:47,0,13.2,0,1,9,2,8,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:26:51,1,22.2,2,0,11,3,4,1,1,0,0.00,9,0.75,5.2,0.0,0.3,3.4,2.3,1.3,8.7,pro,bot_rusher
2026-07-26 18:26:54,0,14.7,0,1,6,2,4,3,1,1,3.24,2,2.30,0.5,0.0,0.8,3.9,1.5,1.3,5.7,pro,bot_standard
2026-07-26 18:26:56,0,10.3,0,3,5,0,4,3,2,1,1.18,3,0.61,2.1,0.0,0.0,0.3,1.4,2.6,3.9,chaos,bot_rusher
2026-07-26 18:26:58,1,10.9,1,0,6,3,11,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_rusher
2026-07-26 18:27:07,0,32.2,0,2,14,1,7,3,2,3,0.38,9,1.70,4.7,0.3,0.0,13.8,3.1,1.3,8.6,chaos,bot_standard
2026-07-26 18:27:10,0,10.5,0,3,2,0,8,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:27:16,1,20.1,1,0,11,3,9,2,1,1,0.44,3,1.69,7.9,0.0,0.3,2.9,3.6,1.3,3.1,pro_optimized_v2,bot_rusher
2026-07-26 18:27:24,0,24.6,0,3,5,0,3,3,0,0,0.00,4,1.11,16.6,0.8,0.0,2.5,1.6,0.0,3.1,pro_learned_v4,bot_rookie
2026-07-26 18:27:27,0,8.6,0,3,2,0,3,3,1,1,2.76,2,0.30,2.3,0.0,0.3,0.8,0.8,1.3,3.1,pro_optimized_v2,bot_rookie
2026-07-26 18:27:29,0,10.7,0,2,2,1,4,3,1,2,0.60,4,0.70,4.5,0.0,0.0,0.8,1.0,1.3,2.6,pro_optimized_v3,bot_standard
2026-07-26 18:27:33,0,22.6,0,2,9,1,8,3,2,1,1.50,6,0.40,11.2,0.0,0.0,2.6,2.9,2.6,2.9,pro_learned_v5,bot_standard
2026-07-26 18:27:36,1,12.8,1,0,7,3,2,2,2,2,0.85,3,0.95,3.9,0.0,0.0,1.6,1.0,2.0,3.4,pro,bot_rookie
2026-07-26 18:27:38,0,13.9,0,2,5,1,3,3,0,0,0.00,3,0.91,7.3,0.0,0.0,2.1,1.2,0.0,2.9,pro_optimized_v1_origin,bot_rookie
2026-07-26 18:27:41,0,13.7,0,1,5,2,7,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_rusher
2026-07-26 18:27:44,1,12.0,2,0,8,3,6,1,0,0,0.00,2,1.32,3.6,0.0,0.0,0.8,3.9,0.0,2.6,pro,bot_rusher
2026-07-26 18:27:48,0,25.0,0,2,9,1,5,3,2,1,1.48,5,0.46,16.1,0.0,0.0,0.8,2.3,2.6,3.1,pro_optimized_v3,bot_rusher
2026-07-26 18:27:51,1,17.0,1,0,9,3,5,2,0,0,0.00,5,0.48,7.3,0.0,0.0,0.5,2.3,0.0,5.9,pro_learned_v5,bot_standard
2026-07-26 18:27:58,1,15.1,2,0,12,3,5,1,0,0,0.00,2,1.80,3.6,0.8,0.0,1.8,2.9,0.0,4.9,chaos,bot_slippery
2026-07-26 18:28:01,0,13.3,0,3,7,0,9,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_rookie
2026-07-26 18:28:03,0,13.7,0,2,8,1,5,3,1,0,0.00,4,1.08,4.4,0.0,0.0,3.4,1.4,1.3,3.1,pro_optimized_v3,bot_standard
2026-07-26 18:28:07,0,16.9,0,2,8,1,9,3,1,1,0.70,5,0.82,6.5,0.3,0.0,2.6,2.6,1.3,3.1,pro_optimized_v3,bot_rookie
2026-07-26 18:28:09,0,13.7,0,1,5,2,4,3,0,0,0.00,3,1.27,4.9,0.0,0.0,1.3,1.0,0.0,5.5,pro_optimized_v1_origin,bot_slippery
2026-07-26 18:28:12,0,14.5,0,2,6,1,7,3,2,1,0.22,4,0.81,4.2,0.0,0.0,2.1,2.9,2.6,2.3,pro_optimized_v1,bot_standard
2026-07-26 18:28:16,0,17.9,0,2,7,1,4,3,2,2,2.99,2,0.73,6.5,0.0,0.3,3.4,1.6,2.6,3.1,pro_optimized_v2,bot_standard
2026-07-26 18:28:21,0,33.0,0,1,17,2,6,3,1,1,1.48,15,1.00,3.4,0.0,0.8,3.4,2.7,1.6,20.3,pro,bot_standard
2026-07-26 18:28:26,1,32.9,1,0,13,3,10,2,4,4,0.60,11,0.81,7.3,0.0,0.3,12.4,3.6,5.2,3.1,pro_optimized_v2,bot_rookie
2026-07-26 18:28:30,0,25.7,0,2,9,1,5,3,1,1,0.96,7,1.77,4.2,0.3,1.0,6.2,2.3,1.3,9.9,pro,bot_rookie
2026-07-26 18:28:34,0,16.6,0,3,2,0,5,3,0,0,0.00,4,0.59,10.1,0.0,0.0,1.6,1.3,0.0,3.6,pro_optimized_v2,bot_standard
2026-07-26 18:28:36,0,12.6,0,3,5,0,6,3,0,0,0.00,4,0.45,6.0,1.3,0.0,0.8,1.4,0.0,3.1,pro_learned_v5,bot_rusher
2026-07-26 18:28:40,0,18.4,0,1,7,2,5,3,0,0,0.00,5,0.95,6.2,1.3,0.3,1.8,1.8,0.0,6.0,pro_learned_v4,bot_rookie
2026-07-26 18:28:44,0,26.4,0,2,12,1,10,3,4,3,1.34,5,0.66,8.8,0.0,0.3,6.5,3.1,4.2,3.1,pro_optimized_v2,bot_rookie
2026-07-26 18:28:47,0,19.3,0,2,11,1,10,3,0,0,0.00,7,1.19,3.9,0.0,0.0,4.9,4.5,0.0,5.5,pro_learned_v4,bot_standard
2026-07-26 18:28:53,0,38.2,0,1,16,2,12,3,3,3,0.61,7,1.03,18.5,0.0,2.1,5.2,4.5,3.9,3.1,pro_optimized_v2,bot_rookie
2026-07-26 18:28:56,1,12.8,1,0,7,3,2,2,2,2,1.82,0,0.00,5.2,0.0,0.0,1.8,0.6,2.9,1.3,chaos,bot_slippery
2026-07-26 18:29:02,1,20.1,1,0,11,3,3,2,0,0,0.00,11,0.87,2.9,0.0,1.0,0.8,1.0,0.0,13.4,pro,bot_rusher
2026-07-26 18:29:05,0,18.0,0,1,7,2,9,3,0,0,0.00,7,0.97,3.6,0.0,0.0,2.6,5.1,0.0,5.7,pro_learned_v4,bot_slippery
2026-07-26 18:29:12,0,14.8,0,2,3,1,3,3,1,0,0.00,5,0.93,2.9,0.3,0.8,1.8,0.5,1.3,6.8,pro,bot_rookie
2026-07-26 18:29:14,0,12.5,0,2,3,1,5,3,1,0,0.00,3,0.92,5.7,0.0,0.0,0.9,1.3,1.3,2.9,pro_optimized_v2,bot_standard
2026-07-26 18:29:17,0,10.7,0,2,6,1,9,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:29:23,0,19.9,0,2,8,1,8,3,2,1,0.40,4,1.61,4.7,0.0,0.0,1.3,3.3,2.6,7.5,pro_optimized_v1,bot_rusher
2026-07-26 18:29:25,1,11.9,2,0,6,3,8,1,1,1,0.32,3,0.39,5.5,0.0,0.0,1.0,2.9,0.5,1.0,pro_optimized_v3,bot_rusher
2026-07-26 18:29:29,1,18.0,1,0,10,3,4,2,3,3,2.16,4,0.56,2.3,0.0,1.3,0.5,2.1,3.8,7.0,chaos,bot_standard
2026-07-26 18:29:34,0,35.5,0,1,16,2,6,3,4,5,2.71,3,0.67,14.6,0.0,2.1,8.1,1.5,5.2,3.1,pro_optimized_v2,bot_rookie
2026-07-26 18:29:37,0,9.7,0,3,3,0,3,3,0,0,0.00,4,0.77,4.7,0.0,0.0,1.3,0.6,0.0,3.1,pro_optimized_v3,bot_rusher
2026-07-26 18:29:41,1,23.6,1,0,8,3,4,2,0,0,0.00,9,1.08,4.2,0.8,0.3,8.8,1.6,0.0,7.0,chaos,bot_slippery
2026-07-26 18:29:43,0,13.3,0,2,7,1,5,3,0,0,0.00,2,2.10,2.1,0.3,0.0,5.2,2.1,0.0,3.2,pro_optimized_v1_origin,bot_rookie
2026-07-26 18:29:48,0,28.3,0,2,16,1,7,3,0,0,0.00,11,0.94,6.5,0.8,0.0,3.4,3.4,0.0,13.8,pro_optimized_v1_origin,bot_standard
2026-07-26 18:29:51,0,17.5,0,3,5,0,7,3,2,1,0.88,4,0.71,8.1,0.0,0.0,2.1,2.0,2.6,2.9,pro_optimized_v3,bot_standard
2026-07-26 18:29:54,1,15.3,1,0,12,3,4,2,2,3,0.33,3,0.55,6.0,0.0,0.0,1.8,1.3,1.8,3.4,pro_learned_v5,bot_rookie
2026-07-26 18:29:59,0,25.8,0,2,13,1,5,3,0,0,0.00,8,1.19,6.0,0.0,0.0,0.3,1.1,0.0,17.9,pro_learned_v5,bot_rusher
2026-07-26 18:30:05,0,13.6,0,3,5,0,3,3,1,1,2.06,4,1.03,4.9,0.3,0.0,2.9,0.8,1.3,3.4,pro_optimized_v1,bot_standard
2026-07-26 18:30:09,0,21.6,0,1,11,2,10,3,1,1,0.96,8,1.12,2.1,0.0,0.3,2.6,5.2,1.3,9.1,chaos,bot_slippery
2026-07-26 18:30:12,1,18.9,1,0,11,3,4,2,1,0,0.00,7,0.93,4.4,0.0,0.0,4.7,1.8,1.3,5.7,pro_optimized_v1,bot_slippery
2026-07-26 18:30:15,1,14.4,1,0,6,3,3,2,1,2,0.75,3,1.11,3.1,0.0,0.3,3.3,1.0,1.3,4.4,pro_optimized_v1,bot_rookie
2026-07-26 18:30:18,0,12.1,0,1,4,2,3,3,1,1,1.12,3,0.39,5.2,0.8,0.0,0.0,1.0,1.3,2.9,pro_optimized_v1,bot_rusher
2026-07-26 18:30:21,1,18.1,1,0,14,3,2,2,0,0,0.00,12,0.72,2.1,0.5,0.3,0.8,0.5,0.0,12.9,chaos,bot_rusher
2026-07-26 18:30:24,0,18.9,0,1,8,2,7,3,1,2,1.13,5,1.09,3.4,0.0,0.0,3.1,2.3,1.3,7.8,pro_optimized_v1_origin,bot_rookie
2026-07-26 18:30:27,0,15.9,0,2,6,1,6,3,0,0,0.00,5,1.38,3.6,0.0,0.0,4.4,2.4,0.0,4.9,chaos,bot_rookie
2026-07-26 18:30:31,0,18.2,0,2,7,1,5,3,3,6,0.57,2,2.83,2.6,0.5,0.5,3.7,2.1,4.4,3.9,pro,bot_slippery
2026-07-26 18:30:34,0,17.3,0,3,9,0,7,3,2,1,0.72,4,0.78,8.3,0.0,0.0,1.3,2.3,2.6,2.9,pro_learned_v5,bot_standard
2026-07-26 18:30:36,0,9.5,0,2,3,1,4,3,1,1,2.86,1,2.54,2.6,0.3,0.0,0.8,1.0,1.3,3.1,pro_optimized_v3,bot_rusher
2026-07-26 18:30:39,0,12.1,0,3,5,0,4,3,1,2,0.45,2,1.19,2.9,0.8,0.0,2.3,1.7,1.3,3.1,chaos,bot_slippery
2026-07-26 18:30:48,0,16.6,0,2,5,1,4,3,2,2,3.08,3,1.01,4.4,0.0,0.0,4.9,1.0,2.6,3.1,pro_optimized_v3,bot_rookie
2026-07-26 18:30:54,0,15.4,0,2,4,1,4,3,1,1,1.58,4,1.37,3.6,0.0,1.3,2.9,1.3,1.3,4.4,pro_optimized_v1,bot_standard
2026-07-26 18:30:58,0,23.1,0,1,5,2,6,3,0,0,0.00,6,0.81,11.7,0.0,0.8,2.1,2.6,0.0,4.9,pro_learned_v4,bot_slippery
2026-07-26 18:31:02,1,27.0,2,0,14,3,7,1,3,3,2.31,6,0.85,9.9,0.0,0.8,7.3,2.6,3.9,1.6,pro_optimized_v2,bot_standard
2026-07-26 18:31:06,0,23.3,0,2,11,1,7,3,3,1,0.56,4,1.38,9.1,0.0,0.8,3.1,3.0,3.9,2.9,pro_optimized_v2,bot_rookie
2026-07-26 18:31:09,0,14.3,0,3,5,0,5,3,0,0,0.00,3,0.55,6.5,1.6,0.0,0.5,2.3,0.0,3.4,pro_learned_v4,bot_rusher
2026-07-26 18:31:12,0,9.6,0,2,3,1,4,3,0,0,0.00,5,0.43,3.9,0.0,0.0,1.0,1.3,0.0,2.9,pro_optimized_v1_origin,bot_slippery
2026-07-26 18:31:14,0,12.4,0,3,5,0,6,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:31:17,0,15.1,0,3,6,0,7,3,1,0,0.00,4,1.47,2.3,0.0,0.0,4.4,2.4,1.3,4.7,pro_learned_v4,bot_rookie
2026-07-26 18:31:27,0,20.5,0,1,9,2,5,3,1,1,0.46,6,1.76,2.9,0.3,0.8,4.2,1.6,1.3,8.6,pro,bot_standard
2026-07-26 18:31:32,0,30.3,0,1,12,2,6,3,2,2,1.71,6,1.31,15.9,0.0,0.3,5.7,1.8,2.6,3.1,pro_optimized_v2,bot_rookie
2026-07-26 18:31:35,1,18.5,1,0,13,3,8,2,4,3,1.61,1,0.66,7.0,0.0,0.0,1.8,2.5,3.1,3.1,pro_learned_v5,bot_rusher
2026-07-26 18:31:41,1,37.1,1,0,12,3,5,2,2,1,1.46,11,1.09,11.2,0.3,0.0,7.3,1.8,2.6,13.0,pro,bot_standard
2026-07-26 18:31:43,1,9.0,1,0,6,3,3,2,0,0,0.00,2,0.24,3.6,0.0,0.0,1.0,0.8,0.0,2.5,pro_optimized_v1_origin,bot_rusher
2026-07-26 18:31:45,0,11.0,0,2,3,1,3,3,1,1,3.40,2,0.59,4.2,0.0,0.5,1.8,0.9,1.3,1.8,pro_optimized_v1,bot_slippery
2026-07-26 18:32:01,1,38.2,1,0,20,3,6,2,2,2,0.61,22,0.79,2.1,0.0,0.0,2.9,2.9,2.6,26.8,pro,bot_slippery
2026-07-26 18:32:03,0,12.0,0,1,4,2,4,3,2,1,1.08,2,1.48,4.9,0.0,0.0,1.3,1.0,1.4,2.3,pro_learned_v5,bot_rusher
2026-07-26 18:32:08,0,29.3,0,1,7,2,7,3,4,4,0.93,5,1.07,12.7,0.0,0.5,5.5,1.8,5.2,2.6,pro_optimized_v2,bot_standard
2026-07-26 18:32:12,1,18.7,2,0,9,3,5,1,3,5,0.95,4,0.71,6.2,0.0,0.0,4.9,1.3,3.9,1.3,pro_optimized_v2,bot_rookie
2026-07-26 18:32:15,0,21.9,0,1,8,2,4,3,2,0,0.00,6,0.75,11.2,0.0,0.0,0.8,1.0,2.9,4.9,pro,bot_rusher
2026-07-26 18:32:18,1,9.8,3,0,10,3,4,0,0,0,0.00,1,0.50,2.6,2.9,0.0,0.8,2.6,0.0,0.0,pro_optimized_v1,bot_slippery
2026-07-26 18:32:20,0,10.2,0,3,3,0,11,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:32:23,1,11.2,1,0,4,3,10,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:32:25,0,11.2,0,1,9,2,7,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_rusher
2026-07-26 18:32:28,0,14.1,0,2,5,1,5,3,0,0,0.00,6,0.52,5.7,0.0,0.0,3.4,1.3,0.0,3.1,pro_learned_v4,bot_slippery
2026-07-26 18:32:31,1,14.0,1,0,11,3,7,2,1,0,0.00,4,0.64,4.7,0.5,0.0,1.0,2.4,1.3,3.1,pro_learned_v5,bot_slippery
2026-07-26 18:32:34,0,15.6,0,1,5,2,6,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:32:41,0,11.8,0,3,2,0,4,3,1,0,0.00,4,0.74,2.9,1.3,0.3,1.3,1.4,1.3,3.4,pro_optimized_v1,bot_standard
2026-07-26 18:32:44,1,15.3,2,0,9,3,6,1,2,2,0.61,2,0.93,7.0,0.0,0.3,1.3,1.8,2.6,1.3,pro_optimized_v2,bot_rusher
2026-07-26 18:32:48,0,24.1,0,1,8,2,4,3,1,1,0.46,5,1.52,8.6,0.0,1.6,1.8,1.0,1.8,8.3,pro,bot_rookie
2026-07-26 18:32:52,0,23.9,0,2,13,1,11,3,2,1,0.84,9,0.52,8.8,0.0,0.0,2.1,3.9,2.6,6.0,pro_optimized_v3,bot_rookie
2026-07-26 18:32:55,0,11.2,0,2,5,1,9,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:33:05,0,16.6,0,2,8,1,6,3,2,2,1.87,2,1.02,3.6,0.5,0.0,3.4,3.1,2.6,2.9,pro_optimized_v1,bot_rookie
2026-07-26 18:33:08,1,16.6,1,0,6,3,6,2,3,2,0.48,2,0.68,6.5,0.0,0.0,1.0,2.6,2.9,2.6,pro_optimized_v2,bot_standard
2026-07-26 18:33:10,0,10.4,0,2,5,1,4,3,0,0,0.00,4,0.77,0.8,1.6,0.0,2.6,1.3,0.0,3.6,pro_optimized_v1,bot_rusher
2026-07-26 18:33:13,1,17.5,2,0,9,3,7,1,2,2,1.72,1,2.66,6.2,0.0,0.0,3.9,2.2,2.6,1.6,pro_optimized_v3,bot_slippery
2026-07-26 18:33:16,0,11.6,0,1,8,2,3,3,1,1,0.36,2,0.55,5.5,0.0,0.0,0.3,1.0,1.3,2.6,pro_optimized_v2,bot_rusher
2026-07-26 18:33:19,1,17.2,3,0,8,3,4,0,3,1,3.18,3,0.77,2.6,0.0,0.0,2.3,2.1,3.7,5.5,chaos,bot_standard
2026-07-26 18:33:22,0,13.3,0,2,9,1,12,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:33:26,0,24.4,0,1,11,2,5,3,0,0,0.00,10,1.00,3.1,1.8,0.0,5.2,1.6,0.0,11.7,pro_optimized_v1_origin,bot_rookie
2026-07-26 18:33:29,1,15.1,1,0,10,3,14,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:33:32,0,17.7,0,1,7,2,4,3,1,2,0.98,3,1.01,5.7,1.0,0.0,3.4,1.0,1.3,4.2,pro_optimized_v1,bot_slippery
2026-07-26 18:33:38,0,19.2,0,1,7,2,8,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:33:46,0,28.9,0,1,18,2,9,3,0,0,0.00,16,0.79,2.9,0.3,0.0,5.5,4.3,0.0,15.1,pro_optimized_v1_origin,bot_slippery
2026-07-26 18:33:52,0,13.6,0,2,7,1,6,3,0,0,0.00,4,0.74,4.4,0.0,0.0,2.9,3.0,0.0,2.9,pro_learned_v4,bot_rookie
2026-07-26 18:34:00,0,14.7,0,1,7,2,6,3,1,1,0.58,3,1.25,5.2,0.5,0.0,2.1,1.5,1.3,3.1,pro_optimized_v3,bot_standard
2026-07-26 18:34:03,0,12.0,0,2,2,1,5,3,0,0,0.00,3,1.04,4.2,0.0,0.0,2.1,2.4,0.0,2.9,pro_learned_v4,bot_rookie
2026-07-26 18:34:06,0,23.2,0,3,9,0,7,3,1,0,0.00,9,1.21,2.9,0.8,0.0,3.1,2.9,0.0,13.5,pro_optimized_v1_origin,bot_slippery
2026-07-26 18:34:09,0,15.4,0,1,4,2,4,3,1,0,0.00,3,0.91,7.3,0.0,0.0,2.3,0.9,1.3,2.6,pro_learned_v4,bot_rusher
2026-07-26 18:34:13,0,15.8,0,2,6,1,5,3,2,1,1.18,4,0.52,3.9,0.3,0.3,1.3,2.0,3.9,3.6,pro_optimized_v1,bot_standard
2026-07-26 18:34:18,1,9.1,1,0,8,3,3,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:34:21,0,16.6,0,2,5,1,5,3,3,2,1.05,4,0.68,5.2,0.0,1.0,2.3,1.1,3.9,2.9,pro_optimized_v2,bot_rookie
2026-07-26 18:34:24,0,14.7,0,3,3,0,5,3,0,0,0.00,4,1.45,2.3,3.1,0.0,4.4,1.7,0.0,3.1,pro_optimized_v1_origin,bot_standard
2026-07-26 18:34:28,0,16.1,0,2,6,1,3,3,0,0,0.00,6,1.23,3.1,0.0,0.3,1.0,1.0,0.0,10.1,pro,bot_rusher
2026-07-26 18:34:32,1,30.8,2,0,11,3,9,1,1,0,0.00,7,1.39,9.9,0.0,0.0,4.8,5.5,1.3,8.3,pro_optimized_v1,bot_rookie
2026-07-26 18:34:40,0,20.6,0,2,3,1,6,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:34:46,0,18.4,0,3,9,0,10,3,3,4,1.72,4,0.35,3.9,0.8,0.0,2.9,3.9,3.9,3.1,pro_learned_v5,bot_rookie
2026-07-26 18:34:50,1,20.9,1,0,9,3,6,2,1,1,1.08,5,1.47,7.7,0.0,0.0,4.2,2.3,1.3,4.4,chaos,bot_rusher
2026-07-26 18:34:52,0,13.0,0,2,2,1,6,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:34:55,1,10.1,3,0,9,3,3,0,1,1,0.22,0,0.00,6.0,0.0,0.0,0.8,1.0,1.3,0.0,pro_optimized_v3,bot_rusher
2026-07-26 18:34:59,0,25.9,0,1,15,2,9,3,1,1,5.36,7,0.65,5.2,1.8,0.0,4.2,4.1,1.3,8.3,pro_optimized_v1_origin,bot_standard
2026-07-26 18:35:03,1,24.4,2,0,15,3,5,1,0,0,0.00,16,0.64,1.3,1.0,0.0,1.3,1.8,0.0,18.0,pro_optimized_v1,bot_rusher
2026-07-26 18:35:06,0,15.7,0,2,5,1,3,3,1,1,1.62,2,2.24,8.1,0.0,0.0,1.8,0.9,1.3,3.1,pro_optimized_v1,bot_rusher
2026-07-26 18:35:10,0,20.5,0,3,3,0,6,3,1,2,0.40,3,3.34,9.1,0.0,0.3,5.2,1.6,1.3,3.1,pro_optimized_v2,bot_rookie
2026-07-26 18:35:13,1,15.0,1,0,5,3,10,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 18:35:19,1,39.5,1,0,22,3,6,2,0,0,0.00,18,0.76,2.1,1.0,0.5,0.5,3.6,0.0,30.7,pro,bot_rusher
2026-07-26 18:35:23,0,19.5,0,1,6,2,5,3,0,0,0.00,9,0.84,3.4,0.0,0.0,2.6,1.9,0.0,10.7,pro_optimized_v1_origin,bot_standard
2026-07-26 18:35:25,1,8.9,3,0,6,3,4,0,1,0,0.00,1,0.44,4.4,0.0,0.0,0.5,1.6,1.3,0.0,pro_learned_v5,bot_slippery
2026-07-26 18:35:27,0,12.7,0,1,5,2,4,3,0,0,0.00,4,0.96,2.6,0.0,0.0,4.7,1.6,0.0,2.9,pro_optimized_v1_origin,bot_rookie
2026-07-26 18:35:31,0,21.9,0,1,11,2,5,3,0,0,0.00,11,0.96,1.8,0.3,0.0,5.7,2.2,0.0,10.9,pro_optimized_v1_origin,bot_standard
2026-07-26 18:35:34,0,11.1,0,1,5,2,6,3,1,1,2.18,1,1.06,2.9,1.0,0.0,0.0,2.4,1.3,2.9,pro_learned_v5,bot_rusher
2026-07-26 18:35:38,0,29.3,0,2,8,1,6,3,2,1,1.14,5,1.84,16.6,0.0,0.0,4.7,2.3,2.6,2.6,pro_learned_v5,bot_rookie
2026-07-26 18:35:44,0,12.8,0,2,5,1,4,3,1,1,0.56,2,0.81,4.9,0.3,0.0,1.0,1.2,1.8,3.1,pro_learned_v4,bot_rusher
2026-07-26 18:35:46,0,12.9,0,1,7,2,5,3,0,0,0.00,6,0.50,3.6,0.0,0.0,2.9,2.5,0.0,2.9,pro_learned_v4,bot_slippery
2026-07-26 18:35:50,1,16.7,1,0,12,3,4,2,1,1,0.38,4,1.71,4.7,0.1,0.3,1.3,2.6,1.3,5.5,chaos,bot_slippery
2026-07-26 18:35:52,0,10.5,0,2,7,1,3,3,1,1,0.42,1,1.68,5.2,0.0,0.0,0.3,0.6,1.3,2.6,pro_learned_v5,bot_rusher
2026-07-26 18:35:55,0,11.2,0,1,5,2,3,3,0,0,0.00,3,0.49,4.2,0.0,0.0,2.3,0.6,0.0,3.1,pro_learned_v4,bot_rusher
2026-07-26 18:35:57,0,14.2,0,2,6,1,8,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:36:08,1,47.2,1,0,22,3,4,2,1,0,0.00,24,0.80,6.0,0.3,0.0,4.7,2.3,1.3,31.6,chaos,bot_rusher
2026-07-26 18:36:11,0,14.9,0,1,5,2,8,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_rusher
2026-07-26 18:36:14,0,14.5,0,2,5,1,6,3,2,0,0.00,5,0.86,3.9,0.0,0.0,2.3,2.3,2.6,2.9,pro_optimized_v1,bot_rookie
2026-07-26 18:36:18,0,27.1,0,2,11,1,7,3,1,2,0.42,8,1.05,7.0,0.3,1.6,2.6,3.7,1.3,10.1,pro,bot_rookie
2026-07-26 18:36:22,0,21.0,0,2,5,1,5,3,1,1,2.76,9,0.85,3.6,0.0,0.3,3.6,1.8,1.3,9.9,pro,bot_slippery
2026-07-26 18:36:25,1,16.2,2,0,5,3,4,1,2,3,1.45,0,0.00,8.3,0.0,0.0,1.9,1.3,3.6,0.0,pro_optimized_v1,bot_slippery
2026-07-26 18:36:27,0,10.5,0,2,5,1,7,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_slippery
2026-07-26 18:36:31,0,20.1,0,2,7,1,7,3,0,0,0.00,7,0.84,5.7,0.0,0.0,2.7,3.6,0.0,7.5,pro_optimized_v1_origin,bot_slippery
2026-07-26 18:36:33,0,11.5,0,3,5,0,6,3,2,1,0.48,5,0.39,2.1,1.0,0.0,1.3,1.6,2.6,2.9,pro_learned_v5,bot_slippery
2026-07-26 18:36:40,0,10.4,0,3,2,0,4,3,1,1,0.96,2,0.63,3.4,0.5,1.0,1.6,0.8,1.3,1.8,pro_optimized_v1,bot_rookie
2026-07-26 18:36:48,0,31.4,0,2,12,1,4,3,0,0,0.00,17,0.70,10.4,0.0,0.0,2.1,1.3,0.0,17.2,chaos,bot_slippery
2026-07-26 18:36:51,0,17.5,0,1,6,2,5,3,0,0,0.00,2,1.49,9.6,0.0,0.5,1.8,1.4,0.0,3.1,pro_learned_v4,bot_slippery
